model_name,home_mae,home_rmse,home_r2,away_mae,away_rmse,away_r2,spread_direction_acc
Multi-Output Random Forest,0.0015158707454161458,0.04452345432108874,0.9999887472165665,0.0030547439949472825,0.07790998361733775,0.9999702449564711,1.0
